POPULATION	N	PEARSON	SPEARMAN	MEDIAN_PRE	MEDIAN_POST	MEAN_PRE	MEAN_POST	SD_PRE	SD_POST	METRIC	PANEL
Non classical monocytes (CD16+ CD14+)	10237	1	1	0.0302940134444519	0.0302940134444519	0.0457368845022903	0.0457368845022903	0.0619910824591414	0.0619910824591414	FREQ_PARENT	panel2
Non classical monocytes (CD16+ CD14+)	10237	1	1	0.00183324027545133	0.00183324027545133	0.00415181001588466	0.00415181001588466	0.0111217473982603	0.0111217473982603	FREQ_LYMPH_PBMC	panel2
Live Single PBMCs (SSC-A/FSC-A)	10237	1	1	323099	323099	320413.054703526	320413.054703526	148333.325172401	148333.325172401	COUNT	panel2
Live Single PBMCs (SSC-A/FSC-A)	10237	1	1	0.885843576617724	0.885843576617724	0.858525662609511	0.858525662609511	0.108207340539801	0.108207340539801	FREQ_PARENT	panel2
Live Single PBMCs (SSC-A/FSC-A)	10237	NA	NA	1	1	1	1	0	0	FREQ_LYMPH_PBMC	panel2
Live immune cells (CD45+ PE-)	10237	1	1	388297	388297	383970.075510403	383970.075510403	167457.256126029	167457.256126029	COUNT	panel2
Live immune cells (CD45+ PE-)	10237	1	1	0.410788099385105	0.410788099385105	0.420274139673292	0.420274139673292	0.165995027151005	0.165995027151005	FREQ_PARENT	panel2
Live immune cells (CD45+ PE-)	10237	NA	1	1.18081969959238	1.18081969959238	Inf	Inf	NA	NA	FREQ_LYMPH_PBMC	panel2
Live Single immune cells(FSC-H/FSC-W)	10237	1	1	371499	371499	367616.941779818	367616.941779818	160411.90535549	160411.90535549	COUNT	panel2
Live Single immune cells(FSC-H/FSC-W)	10237	1	1	0.960818220464158	0.960818220464158	0.958150036926283	0.958150036926283	0.0210685688507212	0.0210685688507212	FREQ_PARENT	panel2
Live Single immune cells(FSC-H/FSC-W)	10237	NA	1	1.12886747321479	1.12886747321479	Inf	Inf	NA	NA	FREQ_LYMPH_PBMC	panel2
