KEY	Population.x	name.x	Parent.x	Count.x	ParentCount.x	METRIC.x	GATE.x	QC.x	Panel.x	PDF.x	FlaggedSample.x	MACHINE.x	RealAutoParent.x	Manual.x	Merge.x	freq_lymph.x	freqParent.x	freq_PBMC.x	Population.y	name.y	Parent.y	Count.y	ParentCount.y	METRIC.y	GATE.y	QC.y	Panel.y	PDF.y	FlaggedSample.y	MACHINE.y	TEMPLATE_FILE_USED	RealAutoParent.y	Manual.y	Merge.y	freq_lymph.y	freqParent.y	freq_PBMC.y	TEMPLATE_FILE_USEDTRIM	DIFF
2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	Bcells	2490	10590	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_2/gate_plots22.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	0.00906799906770773	0.235127478753541	NA	IgD+CD27-	2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	Bcells	433	10583	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_2/gate_plots19.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	0.00157650031493598	0.0409146744779363	NA	lymph.LSR.f	0.194212804275605
2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcsIgD+CD27+panel1BcellsLSRIgD+ memory Bcells (CD27+)	IgD+CD27+	2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	Bcells	2046	10590	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_2/gate_plots22.pdf	FALSE	LSR	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	0.00745105465563454	0.193201133144476	NA	IgD+CD27+	2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	Bcells	32	10583	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_2/gate_plots19.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2016-08-04_PANEL 1_ZF_Group two_F1631101_024.fcs	0.000116508106415592	0.00302371728243409	NA	lymph.LSR.f	0.190177415862042
2016-08-05_PANEL 1_ZF_Group two_F1636817_033.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-08-05_PANEL 1_ZF_Group two_F1636817_033.fcs	Bcells	310	362	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_25/gate_plots5.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-08-05_PANEL 1_ZF_Group two_F1636817_033.fcs	0.0930372148859544	0.856353591160221	NA	IgD+CD27-	2016-08-05_PANEL 1_ZF_Group two_F1636817_033.fcs	Bcells	327	366	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_24/gate_plots15.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-08-05_PANEL 1_ZF_Group two_F1636817_033.fcs	0.0979922085705724	0.89344262295082	NA	lymph.LSR.f	0.037089031790599
2016-08-17_PANEL 1_ZF_Group one_F1631104_004.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-08-17_PANEL 1_ZF_Group one_F1631104_004.fcs	Bcells	5828	9854	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_2/gate_plots33.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-08-17_PANEL 1_ZF_Group one_F1631104_004.fcs	0.0322266705005419	0.591434950274	NA	IgD+CD27-	2016-08-17_PANEL 1_ZF_Group one_F1631104_004.fcs	Bcells	6181	9853	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_2/gate_plots29.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-08-17_PANEL 1_ZF_Group one_F1631104_004.fcs	0.0342143865378761	0.62732162793058	NA	lymph.LSR.f	0.03588667765658
2016-08-19_PANEL 1_ZF_Group one_F1631070_002.fcsCD8panel1TcellsLSRcytotoxic Tcells-CD8+	CD8	2016-08-19_PANEL 1_ZF_Group one_F1631070_002.fcs	Tcells	41166	146672	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_2/gate_plots37.pdf	FALSE	LSR	Tcells	cytotoxic Tcells-CD8+	CD8_2016-08-19_PANEL 1_ZF_Group one_F1631070_002.fcs	0.220498674308364	0.280667066652122	NA	CD8	2016-08-19_PANEL 1_ZF_Group one_F1631070_002.fcs	Tcells	46674	146611	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_2/gate_plots33.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Tcells	cytotoxic Tcells-CD8+	CD8_2016-08-19_PANEL 1_ZF_Group one_F1631070_002.fcs	0.249876865751547	0.318352647482113	NA	lymph.LSR.f	0.037685580829991
2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcsIgD-CD27+panel1BcellsLSRIgD- memory Bcells (CD27+)	IgD-CD27+	2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	Bcells	1318	4766	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_3/gate_plots9.pdf	FALSE	LSR	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	0.00736366328280825	0.276542173730592	NA	IgD-CD27+	2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	Bcells	1017	4751	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_3/gate_plots4.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	0.00569735131985838	0.214060197853084	NA	lymph.LSR.f	0.062481975877508
2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	Bcells	1000	4766	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_3/gate_plots9.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	0.00558699793839776	0.209819555182543	NA	IgD+CD27-	2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	Bcells	1171	4751	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_3/gate_plots4.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	0.00656007708510734	0.24647442643654	NA	lymph.LSR.f	0.036654871253997
2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcsIgD+CD27+panel1BcellsLSRIgD+ memory Bcells (CD27+)	IgD+CD27+	2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	Bcells	1630	4766	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_3/gate_plots9.pdf	FALSE	LSR	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	0.00910680663958835	0.342005874947545	NA	IgD+CD27+	2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	Bcells	1926	4751	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_3/gate_plots4.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2016-09-13_PANEL 1_DHS_Group one_F1636888_007.fcs	0.0107896741809707	0.40538833929699	NA	lymph.LSR.f	0.063382464349445
2016-10-24_PANEL 1_DHS_Group two_F1637180_030.fcsSingletspanel1lymphLSRSingle Cells (FSC-H v FSC-W)	Singlets	2016-10-24_PANEL 1_DHS_Group two_F1637180_030.fcs	lymph	257235	269102	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_1/gate_plots2.pdf	FALSE	LSR	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2016-10-24_PANEL 1_DHS_Group two_F1637180_030.fcs	0.955901479736308	0.955901479736308	NA	Singlets	2016-10-24_PANEL 1_DHS_Group two_F1637180_030.fcs	lymph	268208	268789	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_1/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2016-10-24_PANEL 1_DHS_Group two_F1637180_030.fcs	0.997838453210511	0.997838453210511	NA	lymph.LSR.f	0.041936973474203
2016-10-31_PANEL 1_DHS_Group one_F1637305_013.fcsSingletspanel1lymphLSRSingle Cells (FSC-H v FSC-W)	Singlets	2016-10-31_PANEL 1_DHS_Group one_F1637305_013.fcs	lymph	36922	37862	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_6/gate_plots25.pdf	FALSE	LSR	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2016-10-31_PANEL 1_DHS_Group one_F1637305_013.fcs	0.975172996672125	0.975172996672125	NA	Singlets	2016-10-31_PANEL 1_DHS_Group one_F1637305_013.fcs	lymph	37648	37751	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_6/gate_plots19.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2016-10-31_PANEL 1_DHS_Group one_F1637305_013.fcs	0.997271595454425	0.997271595454425	NA	lymph.LSR.f	0.0220985987823
2016-12-02_PANEL 1_HB_group two_F1652427_024.fcsIgD+CD27-panel1BcellsFORTESSAnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-12-02_PANEL 1_HB_group two_F1652427_024.fcs	Bcells	5169	15814	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_17/gate_plots9.pdf	FALSE	FORTESSA	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-02_PANEL 1_HB_group two_F1652427_024.fcs	0.0169858008037777	0.326862273934488	NA	IgD+CD27-	2016-12-02_PANEL 1_HB_group two_F1652427_024.fcs	Bcells	4649	15793	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_16/gate_plots20.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_16/lymph.dev.FORTESSA.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-02_PANEL 1_HB_group two_F1652427_024.fcs	0.0152561283759394	0.294370923827012	NA	lymph.FORTESSA.f	0.032491350107476
2016-12-14_PANEL 1_ZF_Group one_F1636063_007.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-12-14_PANEL 1_ZF_Group one_F1636063_007.fcs	Bcells	6588	8095	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_0/gate_plots8.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-14_PANEL 1_ZF_Group one_F1636063_007.fcs	0.0731707317073171	0.813835701050031	NA	IgD+CD27-	2016-12-14_PANEL 1_ZF_Group one_F1636063_007.fcs	Bcells	6247	8081	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_0/gate_plots8.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-14_PANEL 1_ZF_Group one_F1636063_007.fcs	0.0694751826684609	0.77304789011261	NA	lymph.LSR.f	0.040787810937421
2016-12-19_PANEL 1_ZF_Group one_F1636213_008.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-12-19_PANEL 1_ZF_Group one_F1636213_008.fcs	Bcells	7919	10056	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_17/gate_plots22.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-19_PANEL 1_ZF_Group one_F1636213_008.fcs	0.0433264943236219	0.787490055688146	NA	IgD+CD27-	2016-12-19_PANEL 1_ZF_Group one_F1636213_008.fcs	Bcells	7494	10073	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_31/gate_plots3.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-19_PANEL 1_ZF_Group one_F1636213_008.fcs	0.040959324887135	0.743969026109401	NA	lymph.LSR.f	0.043521029578745
2016-12-22_PANEL 1_ZF_Group one_F1636353_013.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2016-12-22_PANEL 1_ZF_Group one_F1636353_013.fcs	Bcells	11768	19038	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_18/gate_plots7.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-22_PANEL 1_ZF_Group one_F1636353_013.fcs	0.0506660466878493	0.618132156739153	NA	IgD+CD27-	2016-12-22_PANEL 1_ZF_Group one_F1636353_013.fcs	Bcells	10749	18960	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_17/gate_plots18.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2016-12-22_PANEL 1_ZF_Group one_F1636353_013.fcs	0.046375273423849	0.566930379746835	NA	lymph.LSR.f	0.051201776992318
2016-12-30_PANEL 1_HB_group one_F1637041_016.fcsSingletspanel1lymphFORTESSASingle Cells (FSC-H v FSC-W)	Singlets	2016-12-30_PANEL 1_HB_group one_F1637041_016.fcs	lymph	445563	457838	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_15/gate_plots16.pdf	FALSE	FORTESSA	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2016-12-30_PANEL 1_HB_group one_F1637041_016.fcs	0.973189206662619	0.973189206662619	NA	Singlets	2016-12-30_PANEL 1_HB_group one_F1637041_016.fcs	lymph	456374	457997	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_15/gate_plots4.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_15/lymph.dev.FORTESSA.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2016-12-30_PANEL 1_HB_group one_F1637041_016.fcs	0.996456308665777	0.996456308665777	NA	lymph.FORTESSA.f	0.023267102003158
2017-01-05_PANEL 1_ZF_Group two_F1631002_028.fcsCD8panel1TcellsFORTESSAcytotoxic Tcells-CD8+	CD8	2017-01-05_PANEL 1_ZF_Group two_F1631002_028.fcs	Tcells	49477	176219	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_15/gate_plots22.pdf	FALSE	FORTESSA	Tcells	cytotoxic Tcells-CD8+	CD8_2017-01-05_PANEL 1_ZF_Group two_F1631002_028.fcs	0.161097797632227	0.280769951026847	NA	CD8	2017-01-05_PANEL 1_ZF_Group two_F1631002_028.fcs	Tcells	51917	172430	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_15/gate_plots11.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_15/lymph.dev.FORTESSA.f.txt	Tcells	cytotoxic Tcells-CD8+	CD8_2017-01-05_PANEL 1_ZF_Group two_F1631002_028.fcs	0.17228654580691	0.301090297512034	NA	lymph.FORTESSA.f	0.020320346485187
2017-01-10_PANEL 1_DHS_Group one_F1638596_024.fcsSingletspanel1lymphFORTESSASingle Cells (FSC-H v FSC-W)	Singlets	2017-01-10_PANEL 1_DHS_Group one_F1638596_024.fcs	lymph	143495	143778	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_16/gate_plots6.pdf	FALSE	FORTESSA	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-01-10_PANEL 1_DHS_Group one_F1638596_024.fcs	0.998031687740823	0.998031687740823	NA	Singlets	2017-01-10_PANEL 1_DHS_Group one_F1638596_024.fcs	lymph	140279	143855	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_15/gate_plots19.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_15/lymph.dev.FORTESSA.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-01-10_PANEL 1_DHS_Group one_F1638596_024.fcs	0.975141635674811	0.975141635674811	NA	lymph.FORTESSA.f	0.0228900520660119
2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcsIgD-CD27+panel1BcellsLSRIgD- memory Bcells (CD27+)	IgD-CD27+	2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	Bcells	2353	6912	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_31/gate_plots16.pdf	FALSE	LSR	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	0.0108911990964887	0.340422453703704	NA	IgD-CD27+	2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	Bcells	1895	6913	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_31/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	0.00877351371121945	0.274121220888182	NA	lymph.LSR.f	0.066301232815522
2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	Bcells	1217	6912	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_31/gate_plots16.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	0.00563305962619072	0.176070601851852	NA	IgD+CD27-	2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	Bcells	2113	6913	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_31/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	0.0097828150247001	0.30565601041516	NA	lymph.LSR.f	0.129585408563308
2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcsIgD+CD27+panel1BcellsLSRIgD+ memory Bcells (CD27+)	IgD+CD27+	2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	Bcells	201	6912	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_31/gate_plots16.pdf	FALSE	LSR	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	0.000930357423881951	0.0290798611111111	NA	IgD+CD27+	2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	Bcells	659	6913	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_31/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-01-10_PANEL 1_HB_Group two_F1638556_029.fcs	0.00305105305313647	0.0953276435700853	NA	lymph.LSR.f	0.0662477824589742
2017-01-27_PANEL 1_HB_group two_F1637117_030.fcsCD4panel1TcellsFORTESSAHelper Tcells-CD4+	CD4	2017-01-27_PANEL 1_HB_group two_F1637117_030.fcs	Tcells	78953	119800	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_14/gate_plots5.pdf	FALSE	FORTESSA	Tcells	Helper Tcells-CD4+	CD4_2017-01-27_PANEL 1_HB_group two_F1637117_030.fcs	0.563728535218307	0.659040066777963	NA	CD4	2017-01-27_PANEL 1_HB_group two_F1637117_030.fcs	Tcells	81672	119981	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/gate_plots19.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/lymph.dev.FORTESSA.f.txt	Tcells	Helper Tcells-CD4+	CD4_2017-01-27_PANEL 1_HB_group two_F1637117_030.fcs	0.583404765986628	0.680707778731632	NA	lymph.FORTESSA.f	0.021667711953669
2017-01-27_PANEL 1_HB_group two_F1637162_024.fcsCD8panel1TcellsFORTESSAcytotoxic Tcells-CD8+	CD8	2017-01-27_PANEL 1_HB_group two_F1637162_024.fcs	Tcells	57913	244235	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_14/gate_plots5.pdf	FALSE	FORTESSA	Tcells	cytotoxic Tcells-CD8+	CD8_2017-01-27_PANEL 1_HB_group two_F1637162_024.fcs	0.178623091182195	0.237119986897865	NA	CD8	2017-01-27_PANEL 1_HB_group two_F1637162_024.fcs	Tcells	62761	242696	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/gate_plots18.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/lymph.dev.FORTESSA.f.txt	Tcells	cytotoxic Tcells-CD8+	CD8_2017-01-27_PANEL 1_HB_group two_F1637162_024.fcs	0.193972604433236	0.258599235257277	NA	lymph.FORTESSA.f	0.021479248359412
2017-01-30_PANEL 1_DHS_Group one_F1637108_013.fcsCD4panel1TcellsLSRHelper Tcells-CD4+	CD4	2017-01-30_PANEL 1_DHS_Group one_F1637108_013.fcs	Tcells	90287	158647	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_14/gate_plots7.pdf	FALSE	LSR	Tcells	Helper Tcells-CD4+	CD4_2017-01-30_PANEL 1_DHS_Group one_F1637108_013.fcs	0.450641870308257	0.569106254766872	NA	CD4	2017-01-30_PANEL 1_DHS_Group one_F1637108_013.fcs	Tcells	84725	158629	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/gate_plots20.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Tcells	Helper Tcells-CD4+	CD4_2017-01-30_PANEL 1_DHS_Group one_F1637108_013.fcs	0.422944060063298	0.534107886956357	NA	lymph.LSR.f	0.034998367810515
